User,Brand,boolean
Artistic_Flow92,barilla,False
Artistic_Flow92,ferrero,False
Artistic_Flow92,delonghi,False
Artistic_Flow92,amarelli,False
AshleyUGCsocial,alfaromeo,False
AshleyUGCsocial,samsung,False
AshleyUGCsocial,lavazza,True
AshleyUGCsocial,armani,False
AshleyUGCsocial,adidas,False
AshleyUGCsocial,microsoft,False
AshleyUGCsocial,barilla,False
AshleyUGCsocial,ferrero,False
AshleyUGCsocial,delonghi,False
AshleyUGCsocial,amarelli,False
AspireLev,alfaromeo,False
AspireLev,samsung,False
AspireLev,lavazza,False
AspireLev,armani,False
AspireLev,adidas,False
AspireLev,microsoft,False
AspireLev,barilla,False
AspireLev,ferrero,True
AspireLev,delonghi,False
AspireLev,amarelli,False
Asudtraleparole,alfaromeo,False
Asudtraleparole,samsung,False
Asudtraleparole,lavazza,False
Asudtraleparole,armani,False
Asudtraleparole,adidas,True
Asudtraleparole,microsoft,False
Asudtraleparole,barilla,False
Asudtraleparole,ferrero,False
Asudtraleparole,delonghi,False
Asudtraleparole,amarelli,True
BCLONA,alfaromeo,False
BCLONA,samsung,False
BCLONA,lavazza,True
BCLONA,armani,False
BCLONA,adidas,False
BCLONA,microsoft,False
BCLONA,barilla,False
BCLONA,ferrero,False
BCLONA,delonghi,False
BCLONA,amarelli,False
BKKNX2,alfaromeo,False
BKKNX2,samsung,True
BKKNX2,lavazza,False
BKKNX2,armani,False
BKKNX2,adidas,False
BKKNX2,microsoft,True
BKKNX2,barilla,False
BKKNX2,ferrero,False
BKKNX2,delonghi,False
BKKNX2,amarelli,False
BPH83,alfaromeo,False
BPH83,samsung,False
BPH83,lavazza,False
BPH83,armani,False
BPH83,adidas,False
BPH83,microsoft,False
BPH83,barilla,False
BPH83,ferrero,False
BPH83,delonghi,True
BPH83,amarelli,False
BRI_on_FB_TTV,alfaromeo,False
BRI_on_FB_TTV,samsung,True
BRI_on_FB_TTV,lavazza,False
BRI_on_FB_TTV,armani,False
BRI_on_FB_TTV,adidas,False
BRI_on_FB_TTV,microsoft,False
BRI_on_FB_TTV,barilla,False
BRI_on_FB_TTV,ferrero,False
BRI_on_FB_TTV,delonghi,False
BRI_on_FB_TTV,amarelli,False
Bargainhunter85,alfaromeo,False
Bargainhunter85,samsung,False
Bargainhunter85,lavazza,False
Bargainhunter85,armani,False
Bargainhunter85,adidas,False
Bargainhunter85,microsoft,False
Bargainhunter85,barilla,False
Bargainhunter85,ferrero,False
Bargainhunter85,delonghi,True
Bargainhunter85,amarelli,False
BarrieP27355579,alfaromeo,False
BarrieP27355579,samsung,False
BarrieP27355579,lavazza,False
BarrieP27355579,armani,False
BarrieP27355579,adidas,False
BarrieP27355579,microsoft,False
BarrieP27355579,barilla,False
BarrieP27355579,ferrero,False
BarrieP27355579,delonghi,True
BarrieP27355579,amarelli,False
BenediktAcht,alfaromeo,False
BenediktAcht,samsung,False
BenediktAcht,lavazza,False
BenediktAcht,armani,False
BenediktAcht,adidas,False
BenediktAcht,microsoft,False
BenediktAcht,barilla,False
BenediktAcht,ferrero,False
BenediktAcht,delonghi,False
BenediktAcht,amarelli,True
Biagio960,alfaromeo,False
Biagio960,samsung,False
Biagio960,lavazza,False
Biagio960,armani,False
Biagio960,adidas,False
Biagio960,microsoft,False
Biagio960,barilla,False
Biagio960,ferrero,False
Biagio960,delonghi,False
Biagio960,amarelli,True
Bioseutica,alfaromeo,False
Bioseutica,samsung,False
Bioseutica,lavazza,False
Bioseutica,armani,False
Bioseutica,adidas,False
Bioseutica,microsoft,False
Bioseutica,barilla,False
Bioseutica,ferrero,True
Bioseutica,delonghi,False
Bioseutica,amarelli,False
BlatantClothing,alfaromeo,False
BlatantClothing,samsung,False
BlatantClothing,lavazza,False
BlatantClothing,armani,False
BlatantClothing,adidas,True
BlatantClothing,microsoft,False
BlatantClothing,barilla,False
BlatantClothing,ferrero,False
BlatantClothing,delonghi,False
BlatantClothing,amarelli,False
BlazRainSadhu,alfaromeo,False
BlazRainSadhu,samsung,False
BlazRainSadhu,lavazza,False
BlazRainSadhu,armani,False
BlazRainSadhu,adidas,False
BlazRainSadhu,microsoft,False
BlazRainSadhu,barilla,True
BlazRainSadhu,ferrero,False
BlazRainSadhu,delonghi,False
BlazRainSadhu,amarelli,False
Blissfulccoffee,alfaromeo,False
Blissfulccoffee,samsung,False
Blissfulccoffee,lavazza,True
Blissfulccoffee,armani,False
Blissfulccoffee,adidas,False
Blissfulccoffee,microsoft,False
Blissfulccoffee,barilla,False
Blissfulccoffee,ferrero,False
Blissfulccoffee,delonghi,False
Blissfulccoffee,amarelli,False
BurtonAlbionCT,alfaromeo,False
BurtonAlbionCT,samsung,False
BurtonAlbionCT,lavazza,False
BurtonAlbionCT,armani,False
BurtonAlbionCT,adidas,False
BurtonAlbionCT,microsoft,False
BurtonAlbionCT,barilla,False
BurtonAlbionCT,ferrero,True
BurtonAlbionCT,delonghi,False
BurtonAlbionCT,amarelli,False
CLHNews,alfaromeo,False
CLHNews,samsung,False
CLHNews,lavazza,False
CLHNews,armani,False
CLHNews,adidas,False
CLHNews,microsoft,False
CLHNews,barilla,False
CLHNews,ferrero,True
CLHNews,delonghi,False
CLHNews,amarelli,False
COROsservatorio,alfaromeo,False
COROsservatorio,samsung,False
COROsservatorio,lavazza,False
COROsservatorio,armani,False
COROsservatorio,adidas,False
COROsservatorio,microsoft,False
COROsservatorio,barilla,False
COROsservatorio,ferrero,False
COROsservatorio,delonghi,False
COROsservatorio,amarelli,True
Caffdependent,alfaromeo,False
Caffdependent,samsung,False
Caffdependent,lavazza,True
Caffdependent,armani,False
Caffdependent,adidas,False
Caffdependent,microsoft,False
Caffdependent,barilla,False
Caffdependent,ferrero,False
Caffdependent,delonghi,False
Caffdependent,amarelli,False
Calabria_7,alfaromeo,False
Calabria_7,samsung,False
Calabria_7,lavazza,False
Calabria_7,armani,False
Calabria_7,adidas,False
Calabria_7,microsoft,False
Calabria_7,barilla,False
Calabria_7,ferrero,False
Calabria_7,delonghi,False
Calabria_7,amarelli,True
Canadian_Family,alfaromeo,False
Canadian_Family,samsung,False
Canadian_Family,lavazza,False
Canadian_Family,armani,False
Canadian_Family,adidas,False
Canadian_Family,microsoft,False
Canadian_Family,barilla,False
Canadian_Family,ferrero,False
Canadian_Family,delonghi,True
Canadian_Family,amarelli,False
CarrieBmth,alfaromeo,False
CarrieBmth,samsung,False
CarrieBmth,lavazza,False
CarrieBmth,armani,False
CarrieBmth,adidas,False
CarrieBmth,microsoft,False
CarrieBmth,barilla,False
CarrieBmth,ferrero,False
CarrieBmth,delonghi,True
CarrieBmth,amarelli,False
Carrolishere,alfaromeo,False
Carrolishere,samsung,False
Carrolishere,lavazza,False
Carrolishere,armani,False
Carrolishere,adidas,False
Carrolishere,microsoft,False
Carrolishere,barilla,False
Carrolishere,ferrero,False
Carrolishere,delonghi,True
Carrolishere,amarelli,False
CatherineCSG,alfaromeo,False
CatherineCSG,samsung,False
CatherineCSG,lavazza,False
CatherineCSG,armani,False
CatherineCSG,adidas,False
CatherineCSG,microsoft,False
CatherineCSG,barilla,False
CatherineCSG,ferrero,False
CatherineCSG,delonghi,True
CatherineCSG,amarelli,False
Chai1maa,alfaromeo,False
Chai1maa,samsung,False
Chai1maa,lavazza,False
Chai1maa,armani,True
Chai1maa,adidas,False
Chai1maa,microsoft,False
Chai1maa,barilla,False
Chai1maa,ferrero,False
Chai1maa,delonghi,False
Chai1maa,amarelli,False
CharlesWBondJr1,alfaromeo,False
CharlesWBondJr1,samsung,True
CharlesWBondJr1,lavazza,False
CharlesWBondJr1,armani,True
CharlesWBondJr1,adidas,True
CharlesWBondJr1,microsoft,False
CharlesWBondJr1,barilla,True
CharlesWBondJr1,ferrero,False
CharlesWBondJr1,delonghi,False
CharlesWBondJr1,amarelli,False
CharliCass,alfaromeo,False
CharliCass,samsung,False
CharliCass,lavazza,False
CharliCass,armani,False
CharliCass,adidas,False
CharliCass,microsoft,False
CharliCass,barilla,False
CharliCass,ferrero,True
CharliCass,delonghi,False
CharliCass,amarelli,False
CharlotteCCxx,alfaromeo,False
CharlotteCCxx,samsung,False
CharlotteCCxx,lavazza,False
CharlotteCCxx,armani,False
CharlotteCCxx,adidas,False
CharlotteCCxx,microsoft,False
CharlotteCCxx,barilla,False
CharlotteCCxx,ferrero,True
CharlotteCCxx,delonghi,False
CharlotteCCxx,amarelli,False
ChaseInnocenti,alfaromeo,True
ChaseInnocenti,samsung,False
ChaseInnocenti,lavazza,False
ChaseInnocenti,armani,False
ChaseInnocenti,adidas,False
ChaseInnocenti,microsoft,False
ChaseInnocenti,barilla,False
ChaseInnocenti,ferrero,False
ChaseInnocenti,delonghi,False
ChaseInnocenti,amarelli,False
ChiemerieIsabe1,alfaromeo,False
ChiemerieIsabe1,samsung,True
ChiemerieIsabe1,lavazza,False
ChiemerieIsabe1,armani,False
ChiemerieIsabe1,adidas,False
ChiemerieIsabe1,microsoft,False
ChiemerieIsabe1,barilla,False
ChiemerieIsabe1,ferrero,False
ChiemerieIsabe1,delonghi,False
ChiemerieIsabe1,amarelli,False
ChrisSavino,alfaromeo,False
ChrisSavino,samsung,False
ChrisSavino,lavazza,True
ChrisSavino,armani,False
ChrisSavino,adidas,True
ChrisSavino,microsoft,False
ChrisSavino,barilla,False
ChrisSavino,ferrero,False
ChrisSavino,delonghi,False
ChrisSavino,amarelli,False
ChrisShort,alfaromeo,False
ChrisShort,samsung,False
ChrisShort,lavazza,True
ChrisShort,armani,False
ChrisShort,adidas,False
ChrisShort,microsoft,False
ChrisShort,barilla,False
ChrisShort,ferrero,False
ChrisShort,delonghi,False
ChrisShort,amarelli,False
ChristianHenkel,alfaromeo,True
ChristianHenkel,samsung,False
ChristianHenkel,lavazza,False
ChristianHenkel,armani,False
ChristianHenkel,adidas,False
ChristianHenkel,microsoft,False
ChristianHenkel,barilla,False
ChristianHenkel,ferrero,False
ChristianHenkel,delonghi,False
ChristianHenkel,amarelli,False
Cineprolatino,alfaromeo,False
Cineprolatino,samsung,True
Cineprolatino,lavazza,False
Cineprolatino,armani,False
Cineprolatino,adidas,False
Cineprolatino,microsoft,False
Cineprolatino,barilla,False
Cineprolatino,ferrero,False
Cineprolatino,delonghi,False
Cineprolatino,amarelli,False
CityBluebirds_,alfaromeo,False
CityBluebirds_,samsung,False
CityBluebirds_,lavazza,False
CityBluebirds_,armani,False
CityBluebirds_,adidas,False
CityBluebirds_,microsoft,False
CityBluebirds_,barilla,False
CityBluebirds_,ferrero,True
CityBluebirds_,delonghi,False
CityBluebirds_,amarelli,False
Claudia65944864,alfaromeo,False
Claudia65944864,samsung,False
Claudia65944864,lavazza,False
Claudia65944864,armani,False
Claudia65944864,adidas,False
Claudia65944864,microsoft,False
Claudia65944864,barilla,False
Claudia65944864,ferrero,True
Claudia65944864,delonghi,False
Claudia65944864,amarelli,False
ClipShopUK,alfaromeo,False
ClipShopUK,samsung,False
ClipShopUK,lavazza,False
ClipShopUK,armani,False
ClipShopUK,adidas,False
ClipShopUK,microsoft,True
ClipShopUK,barilla,False
ClipShopUK,ferrero,False
ClipShopUK,delonghi,True
ClipShopUK,amarelli,False
ColU_CF,alfaromeo,False
ColU_CF,samsung,False
ColU_CF,lavazza,False
ColU_CF,armani,False
ColU_CF,adidas,False
ColU_CF,microsoft,False
ColU_CF,barilla,False
ColU_CF,ferrero,True
ColU_CF,delonghi,False
ColU_CF,amarelli,False
ConnectedCars_,alfaromeo,True
ConnectedCars_,samsung,False
ConnectedCars_,lavazza,False
ConnectedCars_,armani,False
ConnectedCars_,adidas,False
ConnectedCars_,microsoft,True
ConnectedCars_,barilla,False
ConnectedCars_,ferrero,False
ConnectedCars_,delonghi,False
ConnectedCars_,amarelli,False
Control52092113,alfaromeo,False
Control52092113,samsung,False
Control52092113,lavazza,False
Control52092113,armani,False
Control52092113,adidas,False
Control52092113,microsoft,False
Control52092113,barilla,False
Control52092113,ferrero,True
Control52092113,delonghi,False
Control52092113,amarelli,False
CoriglianoCala1,alfaromeo,False
CoriglianoCala1,samsung,False
CoriglianoCala1,lavazza,False
CoriglianoCala1,armani,False
CoriglianoCala1,adidas,False
CoriglianoCala1,microsoft,False
CoriglianoCala1,barilla,False
CoriglianoCala1,ferrero,False
CoriglianoCala1,delonghi,False
CoriglianoCala1,amarelli,True
CreoleContessa,alfaromeo,False
CreoleContessa,samsung,False
CreoleContessa,lavazza,False
CreoleContessa,armani,False
CreoleContessa,adidas,True
CreoleContessa,microsoft,False
CreoleContessa,barilla,True
CreoleContessa,ferrero,False
CreoleContessa,delonghi,False
CreoleContessa,amarelli,True
DAmbrosioGelati,alfaromeo,False
DAmbrosioGelati,samsung,False
DAmbrosioGelati,lavazza,False
DAmbrosioGelati,armani,False
DAmbrosioGelati,adidas,False
DAmbrosioGelati,microsoft,False
DAmbrosioGelati,barilla,False
DAmbrosioGelati,ferrero,False
DAmbrosioGelati,delonghi,False
DAmbrosioGelati,amarelli,True
DYazdiya,alfaromeo,False
DYazdiya,samsung,False
DYazdiya,lavazza,False
DYazdiya,armani,False
DYazdiya,adidas,False
DYazdiya,microsoft,False
DYazdiya,barilla,True
DYazdiya,ferrero,False
DYazdiya,delonghi,False
DYazdiya,amarelli,False
Darrenjs68,alfaromeo,False
Darrenjs68,samsung,False
Darrenjs68,lavazza,False
Darrenjs68,armani,False
Darrenjs68,adidas,False
Darrenjs68,microsoft,False
Darrenjs68,barilla,False
Darrenjs68,ferrero,False
Darrenjs68,delonghi,True
Darrenjs68,amarelli,False
Davey_Mitchell,alfaromeo,False
Davey_Mitchell,samsung,False
Davey_Mitchell,lavazza,False
Davey_Mitchell,armani,False
Davey_Mitchell,adidas,False
Davey_Mitchell,microsoft,False
Davey_Mitchell,barilla,False
Davey_Mitchell,ferrero,True
Davey_Mitchell,delonghi,False
Davey_Mitchell,amarelli,False
Dawnr1979,alfaromeo,False
Dawnr1979,samsung,False
Dawnr1979,lavazza,False
Dawnr1979,armani,False
Dawnr1979,adidas,False
Dawnr1979,microsoft,False
Dawnr1979,barilla,False
Dawnr1979,ferrero,False
Dawnr1979,delonghi,True
Dawnr1979,amarelli,False
DeBrewerzIndia,alfaromeo,False
DeBrewerzIndia,samsung,False
DeBrewerzIndia,lavazza,True
DeBrewerzIndia,armani,False
DeBrewerzIndia,adidas,False
DeBrewerzIndia,microsoft,False
DeBrewerzIndia,barilla,False
DeBrewerzIndia,ferrero,False
DeBrewerzIndia,delonghi,True
DeBrewerzIndia,amarelli,False
DenilleLePlatt,alfaromeo,False
DenilleLePlatt,samsung,False
DenilleLePlatt,lavazza,True
DenilleLePlatt,armani,False
DenilleLePlatt,adidas,False
DenilleLePlatt,microsoft,False
DenilleLePlatt,barilla,False
DenilleLePlatt,ferrero,False
DenilleLePlatt,delonghi,False
DenilleLePlatt,amarelli,False
DeniseD02745788,alfaromeo,False
DeniseD02745788,samsung,True
DeniseD02745788,lavazza,False
DeniseD02745788,armani,True
DeniseD02745788,adidas,True
DeniseD02745788,microsoft,True
DeniseD02745788,barilla,False
DeniseD02745788,ferrero,False
DeniseD02745788,delonghi,False
DeniseD02745788,amarelli,False
DeniseMorbin,alfaromeo,False
DeniseMorbin,samsung,False
DeniseMorbin,lavazza,False
DeniseMorbin,armani,False
DeniseMorbin,adidas,False
DeniseMorbin,microsoft,False
DeniseMorbin,barilla,False
DeniseMorbin,ferrero,False
DeniseMorbin,delonghi,True
DeniseMorbin,amarelli,False
Dhyt1,alfaromeo,False
Dhyt1,samsung,False
Dhyt1,lavazza,False
Dhyt1,armani,False
Dhyt1,adidas,False
Dhyt1,microsoft,False
Dhyt1,barilla,False
Dhyt1,ferrero,True
Dhyt1,delonghi,False
Dhyt1,amarelli,False
DigitalVTajc,alfaromeo,False
DigitalVTajc,samsung,False
DigitalVTajc,lavazza,False
DigitalVTajc,armani,False
DigitalVTajc,adidas,False
DigitalVTajc,microsoft,True
DigitalVTajc,barilla,False
DigitalVTajc,ferrero,False
DigitalVTajc,delonghi,False
DigitalVTajc,amarelli,False
DigitalsoftG,alfaromeo,False
DigitalsoftG,samsung,False
DigitalsoftG,lavazza,False
DigitalsoftG,armani,False
DigitalsoftG,adidas,False
DigitalsoftG,microsoft,False
DigitalsoftG,barilla,False
DigitalsoftG,ferrero,True
DigitalsoftG,delonghi,False
DigitalsoftG,amarelli,False
Disturbed_Ride,alfaromeo,True
Disturbed_Ride,samsung,False
Disturbed_Ride,lavazza,False
Disturbed_Ride,armani,False
Disturbed_Ride,adidas,False
Disturbed_Ride,microsoft,False
Disturbed_Ride,barilla,False
Disturbed_Ride,ferrero,False
Disturbed_Ride,delonghi,False
Disturbed_Ride,amarelli,False
DitchMariapaola,alfaromeo,False
DitchMariapaola,samsung,False
DitchMariapaola,lavazza,False
DitchMariapaola,armani,False
DitchMariapaola,adidas,False
DitchMariapaola,microsoft,False
DitchMariapaola,barilla,False
DitchMariapaola,ferrero,False
DitchMariapaola,delonghi,True
DitchMariapaola,amarelli,False
DolciTentation,alfaromeo,False
DolciTentation,samsung,False
DolciTentation,lavazza,False
DolciTentation,armani,False
DolciTentation,adidas,False
DolciTentation,microsoft,False
DolciTentation,barilla,False
DolciTentation,ferrero,False
DolciTentation,delonghi,False
DolciTentation,amarelli,True
DominiqueRevue,alfaromeo,False
DominiqueRevue,samsung,False
DominiqueRevue,lavazza,True
DominiqueRevue,armani,False
DominiqueRevue,adidas,False
DominiqueRevue,microsoft,False
DominiqueRevue,barilla,False
DominiqueRevue,ferrero,False
DominiqueRevue,delonghi,False
DominiqueRevue,amarelli,False
DuranWebDev,alfaromeo,False
DuranWebDev,samsung,False
DuranWebDev,lavazza,True
DuranWebDev,armani,True
DuranWebDev,adidas,False
DuranWebDev,microsoft,False
DuranWebDev,barilla,False
DuranWebDev,ferrero,False
DuranWebDev,delonghi,False
DuranWebDev,amarelli,False
Dylan_Gardner,alfaromeo,False
Dylan_Gardner,samsung,False
Dylan_Gardner,lavazza,False
Dylan_Gardner,armani,False
Dylan_Gardner,adidas,False
Dylan_Gardner,microsoft,True
Dylan_Gardner,barilla,False
Dylan_Gardner,ferrero,False
Dylan_Gardner,delonghi,True
Dylan_Gardner,amarelli,False
ERA16801794,alfaromeo,False
ERA16801794,samsung,False
ERA16801794,lavazza,False
ERA16801794,armani,False
ERA16801794,adidas,False
ERA16801794,microsoft,False
ERA16801794,barilla,False
ERA16801794,ferrero,True
ERA16801794,delonghi,False
ERA16801794,amarelli,False
Eleonor36073038,alfaromeo,False
Eleonor36073038,samsung,False
Eleonor36073038,lavazza,False
Eleonor36073038,armani,False
Eleonor36073038,adidas,False
Eleonor36073038,microsoft,False
Eleonor36073038,barilla,False
Eleonor36073038,ferrero,False
Eleonor36073038,delonghi,False
Eleonor36073038,amarelli,True
ElsaDore,alfaromeo,False
ElsaDore,samsung,False
ElsaDore,lavazza,False
ElsaDore,armani,False
ElsaDore,adidas,False
ElsaDore,microsoft,False
ElsaDore,barilla,False
ElsaDore,ferrero,False
ElsaDore,delonghi,False
ElsaDore,amarelli,True
Emily_G_929,alfaromeo,False
Emily_G_929,samsung,False
Emily_G_929,lavazza,False
Emily_G_929,armani,False
Emily_G_929,adidas,False
Emily_G_929,microsoft,False
Emily_G_929,barilla,True
Emily_G_929,ferrero,False
Emily_G_929,delonghi,False
Emily_G_929,amarelli,False
Entony2201,alfaromeo,True
Entony2201,samsung,False
Entony2201,lavazza,False
Entony2201,armani,False
Entony2201,adidas,False
Entony2201,microsoft,False
Entony2201,barilla,False
Entony2201,ferrero,False
Entony2201,delonghi,False
Entony2201,amarelli,False
FabiolaDe79,alfaromeo,False
FabiolaDe79,samsung,False
FabiolaDe79,lavazza,False
FabiolaDe79,armani,False
FabiolaDe79,adidas,False
FabiolaDe79,microsoft,False
FabiolaDe79,barilla,False
FabiolaDe79,ferrero,False
FabiolaDe79,delonghi,False
FabiolaDe79,amarelli,True
FirstMediaTeam,alfaromeo,False
FirstMediaTeam,samsung,False
FirstMediaTeam,lavazza,False
FirstMediaTeam,armani,False
FirstMediaTeam,adidas,False
FirstMediaTeam,microsoft,True
FirstMediaTeam,barilla,False
FirstMediaTeam,ferrero,True
FirstMediaTeam,delonghi,False
FirstMediaTeam,amarelli,False
FirthYas,alfaromeo,False
FirthYas,samsung,False
FirthYas,lavazza,False
FirthYas,armani,False
FirthYas,adidas,False
FirthYas,microsoft,False
FirthYas,barilla,False
FirthYas,ferrero,True
FirthYas,delonghi,False
FirthYas,amarelli,False
FoodBev,alfaromeo,False
FoodBev,samsung,False
FoodBev,lavazza,True
FoodBev,armani,False
FoodBev,adidas,False
FoodBev,microsoft,False
FoodBev,barilla,True
FoodBev,ferrero,True
FoodBev,delonghi,False
FoodBev,amarelli,False
Foodex,alfaromeo,False
Foodex,samsung,False
Foodex,lavazza,False
Foodex,armani,False
Foodex,adidas,False
Foodex,microsoft,False
Foodex,barilla,False
Foodex,ferrero,True
Foodex,delonghi,False
Foodex,amarelli,False
FormulaAccess,alfaromeo,False
FormulaAccess,samsung,False
FormulaAccess,lavazza,True
FormulaAccess,armani,False
